"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DRH","Diamondrock Hospitality Company","10.16","$2.03B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","3.72","$359.91M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","40.09","$3.62B","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","9.53","$731.39M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","135.74","$28.28B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","26.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g",
"DLR^I","Digital Realty Trust, Inc.","26.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","26.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j",
"DLR^K","Digital Realty Trust, Inc.","27.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k",
"DLR^L","Digital Realty Trust, Inc.","25.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^l",
"DDS","Dillard&#39;s, Inc.","70.77","$1.77B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.0398","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","72.8","$1.25B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","5.25","$398.11M","2014","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","80.52","$25.62B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","11.99","$148.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","63.25","$6.37B","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","162.98","$41.9B","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg",
"D","Dominion Energy, Inc.","82.72","$66.46B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d",
"DCUE","Dominion Energy, Inc.","107.17","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue",
"DRUA","Dominion Energy, Inc.","26.63","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","256","$10.56B","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","35.64","$2.32B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","52.75","$6.66B","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","11.11","$381.07M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","12.37","$681.14M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","20","$2.03B","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","20.82","$310.79M","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","46.07","$1.05B","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","42.97","$7.53B","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","103.29","$15.02B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov",
"DVD","Dover Motorsports, Inc.","1.9","$69.54M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd",
"DOW","Dow Inc.","47.23","$35.1B","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","39.88","$6.61B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","4.63","$318.06M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd",
"DRQ","Dril-Quip, Inc.","48.29","$1.75B","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","4.25","$284.89M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25.4559","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","24.0963","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","23.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d",
"DTE","DTE Energy Company","129.32","$23.7B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","26.25","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.72","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq",
"DTW","DTE Energy Company","27.79","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","28.08","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","40.07","$462.09M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","15.59","$591.33M","2011","n/a","n/a","https://old.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","3.97","$104.05M","2014","n/a","n/a","https://old.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","12.87","$3.84B","1987","n/a","n/a","https://old.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.26","$121.5M","1991","n/a","n/a","https://old.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.21","$253.23M","1993","n/a","n/a","https://old.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","96.17","$70.07B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk",
"DUK^A","Duke Energy Corporation","28.04","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk^a",
"DUKB","Duke Energy Corporation","27.48","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukb",
"DUKH","Duke Energy Corporation","25.85","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","34.19","$12.36B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dre",
"DD","DuPont de Nemours, Inc.","66.64","$49.68B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dd",
"DXC","DXC Technology Company","27.98","$7.33B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dxc",
"DY","Dycom Industries, Inc.","49.79","$1.57B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","2.24","$79.5M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","21.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^a",
"DLNG^B","Dynagas LNG Partners LP","20.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^b",
"DT","Dynatrace, Inc.","18.32","$5.14B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dt",
"DX","Dynex Capital, Inc.","15.51","$382.4M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","25.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","25.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^b",
"CTA^A","E.I. du Pont de Nemours and Company","84.6562","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^a",
"CTA^B","E.I. du Pont de Nemours and Company","113.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^b",
"ELF","e.l.f. Beauty, Inc.","16.68","$831.79M","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/elf",
"EGIF","Eagle Growth and Income Opportunities Fund","15.64","$112.31M","2015","n/a","n/a","https://old.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","94.78","$3.98B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/exp",
"ECC           ","Eagle Point Credit Company Inc.","15.46","$412.25M","2014","n/a","n/a","https://old.nasdaq.com/symbol/ecc",
"ECCA","Eagle Point Credit Company Inc.","25.95","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/ecca",
"ECCB","Eagle Point Credit Company Inc.","26.5636","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/eccb",
"ECCX","Eagle Point Credit Company Inc.","25.75","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/eccx",
"ECCY","Eagle Point Credit Company Inc.","25.6992","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/eccy",
"EIC","Eagle Point Income Company Inc.","19.1","$22.92M","2019","n/a","n/a","https://old.nasdaq.com/symbol/eic",
"ESTE","Earthstone Energy, Inc.","3.9","$251.35M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/este",
"DEA","Easterly Government Properties, Inc.","22.09","$1.57B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dea",
"EGP","EastGroup Properties, Inc.","129.25","$4.85B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","74.82","$10.25B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","2.7","$116.31M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kodk",
"ETN","Eaton Corporation, PLC","84.66","$35.56B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","15.12","$1.24B","2005","n/a","n/a","https://old.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","9.89","$1.06B","2005","n/a","n/a","https://old.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","45.4","$5.15B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","15.19","$595.04M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","16.82","$809.77M","2005","n/a","n/a","https://old.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","13.23","$527.4M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eft",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","9.22","$217.7M","2017","n/a","n/a","https://old.nasdaq.com/symbol/efl",
"EFF","Eaton vance Floating-Rate Income Plus Fund","15.61","$118.74M","2013","n/a","n/a","https://old.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","10.03","$215.25M","2016","n/a","n/a","https://old.nasdaq.com/symbol/eht",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","21.4773","$232.7M","2013","n/a","n/a","https://old.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","23.59","$359.18M","2009","n/a","n/a","https://old.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","12.58","$499.03M","1999","n/a","n/a","https://old.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","9.3","$592.41M","2007","n/a","n/a","https://old.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","12.96","$477.55M","2003","n/a","n/a","https://old.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","6.21","$235.15M","1998","n/a","n/a","https://old.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","13.23","$236.56M","2005","n/a","n/a","https://old.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","24.48","$1.79B","2003","n/a","n/a","https://old.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","25.95","$390.97M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eto",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","16.47","$1.26B","2004","n/a","n/a","https://old.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","16.15","$428.87M","2005","n/a","n/a","https://old.nasdaq.com/symbol/etb",
"EXD","Eaton Vance Tax-Managed Buy-Write Strategy Fund","9.7057","$94.45M","2010","n/a","n/a","https://old.nasdaq.com/symbol/exd",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","11.95","$1.79B","2006","n/a","n/a","https://old.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","8.31","$2.51B","2007","n/a","n/a","https://old.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","1.11","$19.54M","2010","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ect",
"ECL","Ecolab Inc.","188.35","$54.2B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","17.77","$36.53B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ec",
"EIX","Edison International","72.42","$25.93B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eix",
"EW","Edwards Lifesciences Corporation","225.18","$46.83B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ew",
"EP^C","El Paso Corporation","53","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","67.36","$2.75B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ee",
"ELAN","Elanco Animal Health Incorporated","26.17","$9.76B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/elan",
"ESTC","Elastic N.V.","71.26","$5.5B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/estc",
"EGO","Eldorado Gold Corporation","7.87","$1.25B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ego",
"ESI","Element Solutions Inc.","10.62","$2.73B","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/esi",
"ELVT","Elevate Credit, Inc.","4.09","$180.51M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/elvt",
"LLY","Eli Lilly and Company","107.4","$103.69B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lly",
"EFC","Ellington Financial Inc.","18.43","$622.4M","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","10.9","$135.89M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.b",
"ERJ","Embraer S.A.","17.69","$3.25B","2000","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","88.48","$4.97B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/eme",
"EEX","Emerald Expositions Events, Inc.","9.86","$709.74M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/eex",
"EBS","Emergent Biosolutions, Inc.","53.06","$2.74B","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ebs",
"EMR","Emerson Electric Company","70.56","$43.4B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/emr",
"ESRT","Empire State Realty Trust, Inc.","14.42","$5.15B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","43.62","$1.39B","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/eig",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","5.8","$253.77M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","10.88","$4.73B","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enbl",
"ENB","Enbridge Inc","36.56","$73.99B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enb",
"ENBA","Enbridge Inc","27.84","n/a","2018","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enba",
"ECA","Encana Corporation","4.09","$5.31B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eca",
"EHC","Encompass Health Corporation","67.26","$6.63B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ehc",
"DAVA","Endava plc","40.36","$2.2B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/dava",
"EXK","Endeavour Silver Corporation","2.26","$312.9M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/exk",
"ENIA","Enel Americas S.A.","9.45","$14.14B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","4.2","$5.81B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enic",
"ENR","Energizer Holdings, Inc.","43.21","$2.98B","2015","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/enr",
"ENR^A","Energizer Holdings, Inc.","94.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enr^a",
"EPC","Energizer Holdings, Inc.","35.02","$1.9B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/epc",
"ET","Energy Transfer L.P.","12.6","$33.1B","1996","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/et",
"ETP^C","Energy Transfer Operating, L.P.","24.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^c",
"ETP^D","Energy Transfer Operating, L.P.","25.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^d",
"ETP^E","Energy Transfer Operating, L.P.","25.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^e",
"ERF","Enerplus Corporation","6.41","$1.44B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/erf",
"ENS","Enersys","67.5","$2.87B","2004","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/ens",
"E","ENI S.p.A.","31.39","$57.04B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/e",
"ENLC","EnLink Midstream, LLC","6.96","$3.39B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","19.93","$520.45M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","20.8","$707.19M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","69.75","$1.44B","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/npo",
"ETM","Entercom Communications Corp.","3.52","$501.6M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, LLC","26.82","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, LLC","25.52","n/a","2013","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, LLC","26.55","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","120.65","$23.99B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","26.44","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.92","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.43","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, LLC","27.08","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","25.581","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","26.56","n/a","2016","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/eno",
"ETI^","Entergy Texas Inc","26.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eti^",
"EZT","Entergy Texas Inc","28.01","n/a","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","27.45","$60.09B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","2.66","$226.02M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","59.69","$3.11B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/env",
"NVST","Envista Holdings Corporation","29.14","$4.62B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvst",
"EVA","Enviva Partners, LP","32.42","$1.08B","2015","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","3.2","$152.18M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","71.94","$41.77B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eog",
"EPAM","EPAM Systems, Inc.","171.85","$9.43B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/epam",
"EPR","EPR Properties","79.51","$6.17B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","33.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","38.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^e",
"EPR^G","EPR Properties","26.6282","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/epr^g",
"EQM","EQM Midstream Partners, LP","32.8","$6.8B","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/eqm",
"EQT","EQT Corporation","9.62","$2.46B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/eqt",
"EFX","Equifax, Inc.","139.37","$16.85B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/efx",
"EQNR","Equinor ASA","19.04","$63.33B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/eqnr",
"ETRN","Equitrans Midstream Corporation","14.79","$3.77B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","32.03","$3.91B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","28.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","68.13","$6.2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","87.84","$32.58B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.65","$22.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","10.7","$227.17M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/era",
"EROS","Eros International PLC","1.8","$198.26M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","85.51","$2.22B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","52.57","$5.17B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","24.61","$1.88B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"ESS","Essex Property Trust, Inc.","328.34","$21.69B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","185.9","$67.13B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"ETH","Ethan Allen Interiors Inc.","19.44","$516.85M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"EURN","Euronav NV","11.57","$2.49B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","9.185","$70.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"EB","Eventbrite, Inc.","16.88","$1.4B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVR","Evercore Inc.","73.33","$2.92B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","249.3","$10.16B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVRG","Evergy, Inc.","63.48","$14.95B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","9.42","$680.61M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"ES","Eversource Energy","86.06","$27.85B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","32.56","$2.34B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","7.79","$658.4M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
